ID,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil24,Mobil26
80630371,3,4,3,4,4,3,4,4,4,3,4,4,4,3,3,4,2
90300005,3,5,5,1,5,2,3,4,1,1,5,1,5,2,1,5,3
90300012,4,5,4,4,5,4,2,4,3,5,5,3,6,6,6,2,4
90300157,6,4,6,3,5,3,2,5,5,4,4,6,6,6,6,1,6
90300336,6,5,4,5,3,3,5,6,6,6,5,3,5,4,3,5,1
90300470,2,4,4,2,2,1,3,4,2,3,2,1,4,3,3,4,3
90300496,1,5,4,4,2,1,5,5,3,5,2,6,6,5,1,4,4
90300557,4,4,4,6,4,6,4,4,4,4,3,6,4,4,6,4,6
90300909,4,5,2,2,4,3,4,4,2,5,3,4,3,2,2,4,1
90301009,4,5,2,3,4,2,2,5,2,5,4,5,3,4,2,2,4
90301035,2,5,3,4,4,2,4,5,2,4,4,4,3,2,1,2,1
90301084,3,4,4,3,2,2,5,4,2,2,2,4,3,4,4,5,3
90301125,2,4,3,4,4,3,5,4,3,4,4,3,3,4,4,4,3
90301139,5,4,4,4,4,4,5,4,5,4,4,4,6,2,1,4,2
90320388,2,5,4,3,3,2,2,4,6,4,4,4,2,5,3,2,2
90320677,2,4,5,3,4,1,5,5,3,5,1,1,3,5,4,4,4
90320692,4,5,3,5,4,1,4,2,2,5,5,3,4,5,1,5,4
90320693,3,4,2,2,4,2,2,5,5,4,2,3,4,4,5,4,5
90320713,3,3,2,4,4,2,4,5,3,4,4,3,2,4,4,1,3
90320760,4,6,6,4,4,2,4,6,6,6,3,6,2,4,4,4,3
90320845,3,4,4,5,4,3,4,3,3,4,4,3,3,4,2,4,3
90320850,4,4,4,2,4,2,4,4,2,4,2,2,2,4,4,4,4
90321110,1,6,5,3,1,1,5,4,1,5,3,1,2,4,4,5,5
90321321,3,5,4,2,3,1,5,1,1,5,1,1,1,5,5,5,5
90321322,3,5,4,2,3,1,5,1,1,5,1,1,1,5,5,5,5
92460119,3,4,4,4,3,2,4,4,3,4,3,6,3,2,6,3,6
92460121,5,4,4,2,5,3,3,3,3,4,5,6,6,6,6,2,1
92460172,3,4,2,4,3,2,4,4,2,4,2,4,2,4,3,4,2
92460263,4,5,2,4,4,4,4,4,3,4,4,4,3,4,4,3,2
92460281,3,2,1,5,5,5,2,5,5,4,5,5,6,6,6,2,1
92460355,2,3,2,4,4,3,4,4,4,4,3,3,6,6,6,3,1
92460449,2,4,4,2,4,2,5,2,2,5,3,3,2,5,4,1,2
92460602,2,4,2,5,5,2,4,4,2,4,4,6,2,1,1,3,1
92460616,1,5,3,5,4,1,3,5,3,3,3,1,3,5,3,4,5
92460719,2,2,2,5,4,2,4,5,2,4,2,4,3,4,4,3,1
95240036,5,3,5,2,5,3,3,5,5,3,5,5,5,2,3,3,2
95240137,2,5,2,5,5,5,5,5,5,6,5,5,5,5,5,2,2
95240138,6,5,5,5,5,6,6,6,5,6,6,6,6,6,6,5,6
95240220,4,5,3,3,4,2,2,5,3,4,3,5,4,4,4,3,3
95240253,1,5,1,1,5,2,2,5,3,5,5,6,6,6,6,6,6
95240283,6,4,6,5,3,5,5,4,2,2,2,2,3,4,4,4,1
95240294,4,5,5,5,1,1,5,4,1,4,1,3,1,5,5,5,4
95240344,6,4,3,3,5,4,3,5,4,3,5,5,3,4,6,6,6
95240420,3,4,4,5,5,3,4,4,3,3,3,3,2,5,4,5,5
95240423,3,5,5,1,1,1,4,5,1,5,4,2,4,4,4,5,2
95240444,2,5,4,4,4,1,4,5,1,4,2,6,3,4,3,4,2
95240547,2,5,4,5,4,1,4,5,3,2,4,2,2,4,1,4,1
95240585,6,3,4,3,4,3,4,3,3,3,6,6,2,4,4,2,3
96040108,6,5,1,5,5,4,6,4,2,5,5,5,5,1,6,2,6
96040213,3,4,3,4,5,3,4,5,4,4,4,3,2,4,3,6,4
96040370,3,4,3,2,4,4,5,4,3,2,3,3,3,4,4,5,4
96040382,4,5,2,5,2,1,5,4,1,5,3,4,1,5,5,5,5
96040427,4,4,4,4,4,2,3,4,3,4,4,4,2,4,3,4,3
95240328,4,4,4,3,3,2,4,4,2,4,2,2,2,4,4,3,3
54421279,4,2,3,5,5,1,6,5,3,5,2,2,1,5,5,5,1
30860447,4,3,4,4,4,2,4,5,3,3,5,6,5,4,3,5,3
